datetime,charge_MW
2018-07-23 00:00:00,0.0
2018-07-23 00:30:00,0.0
2018-07-23 01:00:00,0.0
2018-07-23 01:30:00,0.0
2018-07-23 02:00:00,0.0
2018-07-23 02:30:00,0.0
2018-07-23 03:00:00,0.0
2018-07-23 03:30:00,0.0
2018-07-23 04:00:00,0.0
2018-07-23 04:30:00,0.00813651877133105
2018-07-23 05:00:00,0.024409556313993146
2018-07-23 05:30:00,0.06916040955631392
2018-07-23 06:00:00,0.10577474402730365
2018-07-23 06:30:00,0.12204778156996574
2018-07-23 07:00:00,0.18307167235494862
2018-07-23 07:30:00,0.24002730375426592
2018-07-23 08:00:00,0.27664163822525567
2018-07-23 08:30:00,0.22375426621160388
2018-07-23 09:00:00,0.3742798634812283
2018-07-23 09:30:00,0.3295290102389075
2018-07-23 10:00:00,0.5003959044368596
2018-07-23 10:30:00,0.6061706484641632
2018-07-23 11:00:00,0.7200819112627979
2018-07-23 11:30:00,1.0170648464163812
2018-07-23 12:00:00,1.0170648464163812
2018-07-23 12:30:00,1.0170648464163812
2018-07-23 13:00:00,1.0170648464163812
2018-07-23 13:30:00,1.0170648464163812
2018-07-23 14:00:00,1.0170648464163812
2018-07-23 14:30:00,1.0170648464163812
2018-07-23 15:00:00,1.0170648464163812
2018-07-23 15:30:00,-0.7799999999999989
2018-07-23 16:00:00,-1.0399999999999991
2018-07-23 16:30:00,-1.1599999999999993
2018-07-23 17:00:00,-1.259999999999999
2018-07-23 17:30:00,-1.259999999999999
2018-07-23 18:00:00,-1.2199999999999989
2018-07-23 18:30:00,-1.189999999999999
2018-07-23 19:00:00,-1.0399999999999991
2018-07-23 19:30:00,-0.9899999999999989
2018-07-23 20:00:00,-0.9899999999999989
2018-07-23 20:30:00,-0.9899999999999989
2018-07-23 21:00:00,0.0
2018-07-23 21:30:00,0.0
2018-07-23 22:00:00,0.0
2018-07-23 22:30:00,0.0
2018-07-23 23:00:00,0.0
2018-07-23 23:30:00,0.0
2018-07-24 00:00:00,0.0
2018-07-24 00:30:00,0.0
2018-07-24 01:00:00,0.0
2018-07-24 01:30:00,0.0
2018-07-24 02:00:00,0.0
2018-07-24 02:30:00,0.0
2018-07-24 03:00:00,0.0
2018-07-24 03:30:00,0.0
2018-07-24 04:00:00,0.0
2018-07-24 04:30:00,0.003056265984654728
2018-07-24 05:00:00,0.024450127877237823
2018-07-24 05:30:00,0.06112531969309455
2018-07-24 06:00:00,0.11002557544757018
2018-07-24 06:30:00,0.18337595907928364
2018-07-24 07:00:00,0.3086828644501275
2018-07-24 07:30:00,0.5012276214833753
2018-07-24 08:00:00,0.5776342710997435
2018-07-24 08:30:00,0.5898593350383624
2018-07-24 09:00:00,0.6723785166240401
2018-07-24 09:30:00,0.5134526854219943
2018-07-24 10:00:00,0.7640664961636819
2018-07-24 10:30:00,0.7640664961636819
2018-07-24 11:00:00,0.7640664961636819
2018-07-24 11:30:00,0.7640664961636819
2018-07-24 12:00:00,0.7640664961636819
2018-07-24 12:30:00,0.7640664961636819
2018-07-24 13:00:00,0.7640664961636819
2018-07-24 13:30:00,0.7640664961636819
2018-07-24 14:00:00,0.7640664961636819
2018-07-24 14:30:00,0.7640664961636819
2018-07-24 15:00:00,0.7640664961636819
2018-07-24 15:30:00,-0.8099999999999989
2018-07-24 16:00:00,-1.249999999999999
2018-07-24 16:30:00,-1.1999999999999986
2018-07-24 17:00:00,-1.2299999999999989
2018-07-24 17:30:00,-1.2199999999999986
2018-07-24 18:00:00,-1.2199999999999986
2018-07-24 18:30:00,-1.1099999999999988
2018-07-24 19:00:00,-1.0699999999999987
2018-07-24 19:30:00,-0.9999999999999989
2018-07-24 20:00:00,-0.9399999999999988
2018-07-24 20:30:00,-0.8999999999999988
2018-07-24 21:00:00,0.0
2018-07-24 21:30:00,0.0
2018-07-24 22:00:00,0.0
2018-07-24 22:30:00,0.0
2018-07-24 23:00:00,0.0
2018-07-24 23:30:00,0.0
2018-07-25 00:00:00,0.0
2018-07-25 00:30:00,0.0
2018-07-25 01:00:00,0.0
2018-07-25 01:30:00,0.0
2018-07-25 02:00:00,0.0
2018-07-25 02:30:00,0.0
2018-07-25 03:00:00,0.0
2018-07-25 03:30:00,0.0
2018-07-25 04:00:00,0.0
2018-07-25 04:30:00,0.005815879201169016
2018-07-25 05:00:00,0.02035557720409156
2018-07-25 05:30:00,0.04361909400876762
2018-07-25 06:00:00,0.10177788602045779
2018-07-25 06:30:00,0.20646371164150004
2018-07-25 07:00:00,0.3344130540672184
2018-07-25 07:30:00,0.46817827569410586
2018-07-25 08:00:00,0.6048514369215777
2018-07-25 08:30:00,0.7037213833414508
2018-07-25 09:00:00,0.726984900146127
2018-07-25 09:30:00,0.726984900146127
2018-07-25 10:00:00,0.726984900146127
2018-07-25 10:30:00,0.726984900146127
2018-07-25 11:00:00,0.726984900146127
2018-07-25 11:30:00,0.726984900146127
2018-07-25 12:00:00,0.726984900146127
2018-07-25 12:30:00,0.726984900146127
2018-07-25 13:00:00,0.726984900146127
2018-07-25 13:30:00,0.726984900146127
2018-07-25 14:00:00,0.726984900146127
2018-07-25 14:30:00,0.726984900146127
2018-07-25 15:00:00,0.726984900146127
2018-07-25 15:30:00,-0.7099999999999991
2018-07-25 16:00:00,-0.9899999999999993
2018-07-25 16:30:00,-1.0999999999999992
2018-07-25 17:00:00,-1.279999999999999
2018-07-25 17:30:00,-1.279999999999999
2018-07-25 18:00:00,-1.229999999999999
2018-07-25 18:30:00,-1.1799999999999993
2018-07-25 19:00:00,-1.089999999999999
2018-07-25 19:30:00,-1.0199999999999991
2018-07-25 20:00:00,-0.9799999999999991
2018-07-25 20:30:00,-1.0799999999999992
2018-07-25 21:00:00,0.0
2018-07-25 21:30:00,0.0
2018-07-25 22:00:00,0.0
2018-07-25 22:30:00,0.0
2018-07-25 23:00:00,0.0
2018-07-25 23:30:00,0.0
2018-07-26 00:00:00,0.0
2018-07-26 00:30:00,0.0
2018-07-26 01:00:00,0.0
2018-07-26 01:30:00,0.0
2018-07-26 02:00:00,0.0
2018-07-26 02:30:00,0.0
2018-07-26 03:00:00,0.0
2018-07-26 03:30:00,0.0
2018-07-26 04:00:00,0.0
2018-07-26 04:30:00,0.0031108802908335472
2018-07-26 05:00:00,0.01866528174500128
2018-07-26 05:30:00,0.04044144378083612
2018-07-26 06:00:00,0.09332640872500642
2018-07-26 06:30:00,0.19909633861334702
2018-07-26 07:00:00,0.34219683199169026
2018-07-26 07:30:00,0.4946299662425341
2018-07-26 08:00:00,0.5195170085692024
2018-07-26 08:30:00,0.5319605297325366
2018-07-26 09:00:00,0.6035107764217081
2018-07-26 09:30:00,0.6843936639833805
2018-07-26 10:00:00,0.7777200727083868
2018-07-26 10:30:00,0.7777200727083868
2018-07-26 11:00:00,0.7777200727083868
2018-07-26 11:30:00,0.7777200727083868
2018-07-26 12:00:00,0.7777200727083868
2018-07-26 12:30:00,0.7777200727083868
2018-07-26 13:00:00,0.7777200727083868
2018-07-26 13:30:00,0.7777200727083868
2018-07-26 14:00:00,0.7777200727083868
2018-07-26 14:30:00,0.7777200727083868
2018-07-26 15:00:00,0.6719501428200463
2018-07-26 15:30:00,-0.7699999999999989
2018-07-26 16:00:00,-1.0499999999999987
2018-07-26 16:30:00,-1.1699999999999988
2018-07-26 17:00:00,-1.1999999999999986
2018-07-26 17:30:00,-1.2299999999999989
2018-07-26 18:00:00,-1.1899999999999988
2018-07-26 18:30:00,-1.1599999999999986
2018-07-26 19:00:00,-1.099999999999999
2018-07-26 19:30:00,-1.099999999999999
2018-07-26 20:00:00,-1.0499999999999987
2018-07-26 20:30:00,-0.9599999999999989
2018-07-26 21:00:00,0.0
2018-07-26 21:30:00,0.0
2018-07-26 22:00:00,0.0
2018-07-26 22:30:00,0.0
2018-07-26 23:00:00,0.0
2018-07-26 23:30:00,0.0
2018-07-27 00:00:00,0.0
2018-07-27 00:30:00,0.0
2018-07-27 01:00:00,0.0
2018-07-27 01:30:00,0.0
2018-07-27 02:00:00,0.0
