datetime,demand_MW
2019-12-04 00:00:00,2.51881732580038
2019-12-04 00:30:00,2.420631178780044
2019-12-04 01:00:00,2.2822689953695314
2019-12-04 01:30:00,2.19492214218372
2019-12-04 02:00:00,2.1821170560813683
2019-12-04 02:30:00,2.118307740647714
2019-12-04 03:00:00,2.079871525329116
2019-12-04 03:30:00,2.0333315776751815
2019-12-04 04:00:00,2.0328157652270766
2019-12-04 04:30:00,2.0928534707808786
2019-12-04 05:00:00,2.1611590851632285
2019-12-04 05:30:00,2.3083842796297778
2019-12-04 06:00:00,2.6667791167609787
2019-12-04 06:30:00,3.117470402205293
2019-12-04 07:00:00,3.5237801236736197
2019-12-04 07:30:00,3.7940517038284587
2019-12-04 08:00:00,3.913002422688357
2019-12-04 08:30:00,3.928172708571975
2019-12-04 09:00:00,3.871566179879104
2019-12-04 09:30:00,3.7928362934091413
2019-12-04 10:00:00,3.6646658693723935
2019-12-04 10:30:00,3.576265188482
2019-12-04 11:00:00,3.5165444560477686
2019-12-04 11:30:00,3.4609292020071574
2019-12-04 12:00:00,3.422622302152886
2019-12-04 12:30:00,3.397765053036839
2019-12-04 13:00:00,3.3859874362333193
2019-12-04 13:30:00,3.393354454926541
2019-12-04 14:00:00,3.3983935277159105
2019-12-04 14:30:00,3.4241940089828296
2019-12-04 15:00:00,3.52671502434016
2019-12-04 15:30:00,3.727400231731358
2019-12-04 16:00:00,4.096370270218428
2019-12-04 16:30:00,4.659915507565994
2019-12-04 17:00:00,5.013417273069786
2019-12-04 17:30:00,5.051558182722629
2019-12-04 18:00:00,5.041151373073688
2019-12-04 18:30:00,4.928559672320468
2019-12-04 19:00:00,4.702259553772235
2019-12-04 19:30:00,4.495333588309796
2019-12-04 20:00:00,4.272320104198911
2019-12-04 20:30:00,4.060042974042404
2019-12-04 21:00:00,3.8206110546119834
2019-12-04 21:30:00,3.5187231020634133
2019-12-04 22:00:00,3.1858143265726615
2019-12-04 22:30:00,2.7428253048168076
2019-12-04 23:00:00,2.4208146076883366
2019-12-04 23:30:00,2.220998793243977
2019-12-05 00:00:00,2.499493370903514
2019-12-05 00:30:00,2.4164637740411683
2019-12-05 01:00:00,2.3017356647499576
2019-12-05 01:30:00,2.2078626345856587
2019-12-05 02:00:00,2.1728645324746685
2019-12-05 02:30:00,2.0962138736860574
2019-12-05 03:00:00,2.0413590665081625
2019-12-05 03:30:00,2.000042374699226
2019-12-05 04:00:00,1.9889283198381178
2019-12-05 04:30:00,2.0151645345563276
2019-12-05 05:00:00,2.0743808825996544
2019-12-05 05:30:00,2.196376732589899
2019-12-05 06:00:00,2.6087842829119663
2019-12-05 06:30:00,3.01607435547903
2019-12-05 07:00:00,3.4306002803363156
2019-12-05 07:30:00,3.6963915952105357
2019-12-05 08:00:00,3.8902932709603024
2019-12-05 08:30:00,3.916037973249599
2019-12-05 09:00:00,3.8805050493368896
2019-12-05 09:30:00,3.799912405279239
2019-12-05 10:00:00,3.6825490717354823
2019-12-05 10:30:00,3.62973238933552
2019-12-05 11:00:00,3.583662796228154
2019-12-05 11:30:00,3.5605930507781687
2019-12-05 12:00:00,3.5404166618083037
2019-12-05 12:30:00,3.4847691099368774
2019-12-05 13:00:00,3.4002115242295905
2019-12-05 13:30:00,3.3601145493549813
2019-12-05 14:00:00,3.391369745126671
2019-12-05 14:30:00,3.4442076504112973
2019-12-05 15:00:00,3.5713217090471576
2019-12-05 15:30:00,3.7902525271963583
2019-12-05 16:00:00,4.120460333295442
2019-12-05 16:30:00,4.658680495291254
2019-12-05 17:00:00,4.855722537584333
2019-12-05 17:30:00,4.879260315058157
2019-12-05 18:00:00,4.850234360967579
2019-12-05 18:30:00,4.785017047239616
2019-12-05 19:00:00,4.6019126280779465
2019-12-05 19:30:00,4.381736661163573
2019-12-05 20:00:00,4.099607615071898
2019-12-05 20:30:00,3.9004062118382743
2019-12-05 21:00:00,3.6365320610964043
2019-12-05 21:30:00,3.384026449070462
2019-12-05 22:00:00,3.095507771358752
2019-12-05 22:30:00,2.6392497325496396
2019-12-05 23:00:00,2.450305117768695
2019-12-05 23:30:00,2.225954733700746
2019-12-06 00:00:00,2.4631540489642174
2019-12-06 00:30:00,2.3331852851990194
2019-12-06 01:00:00,2.218091627132705
2019-12-06 01:30:00,2.105456268647203
2019-12-06 02:00:00,2.0549713466468695
2019-12-06 02:30:00,2.0086058892454046
2019-12-06 03:00:00,1.968495631247679
2019-12-06 03:30:00,1.9427225130566266
2019-12-06 04:00:00,1.937440220434234
2019-12-06 04:30:00,1.9509944472084677
2019-12-06 05:00:00,2.002664363179619
2019-12-06 05:30:00,2.158620632988691
2019-12-06 06:00:00,2.5040583172468684
2019-12-06 06:30:00,2.9011949236290606
2019-12-06 07:00:00,3.278597108973226
2019-12-06 07:30:00,3.5677053263529532
2019-12-06 08:00:00,3.8253079508812338
2019-12-06 08:30:00,3.8948213173165827
2019-12-06 09:00:00,3.897769324578066
2019-12-06 09:30:00,3.879112405527265
2019-12-06 10:00:00,3.8311844207660912
2019-12-06 10:30:00,3.7727675670192875
2019-12-06 11:00:00,3.6864244477360573
2019-12-06 11:30:00,3.652207912951924
2019-12-06 12:00:00,3.6399767852995093
2019-12-06 12:30:00,3.5894588777057153
2019-12-06 13:00:00,3.5319765269642667
2019-12-06 13:30:00,3.4602919655504047
2019-12-06 14:00:00,3.411069987481301
2019-12-06 14:30:00,3.4295771667939885
2019-12-06 15:00:00,3.4643767376810874
2019-12-06 15:30:00,3.6454578582171377
2019-12-06 16:00:00,4.088539249430679
2019-12-06 16:30:00,4.6120274196697855
2019-12-06 17:00:00,4.8081493830540065
2019-12-06 17:30:00,4.824259581322948
2019-12-06 18:00:00,4.778662584990984
2019-12-06 18:30:00,4.653728469199693
2019-12-06 19:00:00,4.465853766868066
2019-12-06 19:30:00,4.208218738502828
2019-12-06 20:00:00,3.9681002055434527
2019-12-06 20:30:00,3.751447554577364
2019-12-06 21:00:00,3.5055747312266696
2019-12-06 21:30:00,3.2662907666779106
2019-12-06 22:00:00,2.9723793692240226
2019-12-06 22:30:00,2.6246074913712025
2019-12-06 23:00:00,2.3696453258032624
2019-12-06 23:30:00,2.2193559586022538
2019-12-07 00:00:00,2.474137201520659
2019-12-07 00:30:00,2.349561270835575
2019-12-07 01:00:00,2.232936508947664
2019-12-07 01:30:00,2.125165941302695
2019-12-07 02:00:00,2.0968595259952147
2019-12-07 02:30:00,2.0170145838746136
2019-12-07 03:00:00,1.9372128822572479
2019-12-07 03:30:00,1.8778453954451961
2019-12-07 04:00:00,1.8436705381434875
2019-12-07 04:30:00,1.861090748184577
2019-12-07 05:00:00,1.9327289556007332
2019-12-07 05:30:00,2.0755375504200986
2019-12-07 06:00:00,2.178540745335323
2019-12-07 06:30:00,2.3591774017602556
2019-12-07 07:00:00,2.5663898722024436
2019-12-07 07:30:00,2.9201045243733077
2019-12-07 08:00:00,3.2993338638472673
2019-12-07 08:30:00,3.510545486952532
2019-12-07 09:00:00,3.672150085414485
2019-12-07 09:30:00,3.756232555619019
2019-12-07 10:00:00,3.746071335341845
2019-12-07 10:30:00,3.6721501834482773
2019-12-07 11:00:00,3.6462171041691267
2019-12-07 11:30:00,3.5952938913012304
2019-12-07 12:00:00,3.577219776464537
2019-12-07 12:30:00,3.5628749209207426
2019-12-07 13:00:00,3.5251053706921174
2019-12-07 13:30:00,3.425224646481698
2019-12-07 14:00:00,3.3960014754429584
2019-12-07 14:30:00,3.4247936231356726
2019-12-07 15:00:00,3.4775664184629473
2019-12-07 15:30:00,3.659894821724118
2019-12-07 16:00:00,4.061501091689251
2019-12-07 16:30:00,4.49257578350649
2019-12-07 17:00:00,4.732322896841346
2019-12-07 17:30:00,4.720189928011965
2019-12-07 18:00:00,4.676832052900095
2019-12-07 18:30:00,4.501518611598375
2019-12-07 19:00:00,4.266478509755659
2019-12-07 19:30:00,4.0051550477528854
2019-12-07 20:00:00,3.7867482530634455
2019-12-07 20:30:00,3.5923151387043704
2019-12-07 21:00:00,3.3767121507367435
2019-12-07 21:30:00,3.1022540927060396
2019-12-07 22:00:00,2.857197357831832
2019-12-07 22:30:00,2.560283468766239
2019-12-07 23:00:00,2.372475073026638
2019-12-07 23:30:00,2.241161120845837
2019-12-08 00:00:00,2.495856460955653
2019-12-08 00:30:00,2.423897719239272
2019-12-08 01:00:00,2.254418302098087
2019-12-08 01:30:00,2.1127044489671944
2019-12-08 02:00:00,2.0733375180237807
2019-12-08 02:30:00,2.0073833136538486
2019-12-08 03:00:00,1.9384061978078428
2019-12-08 03:30:00,1.8816070978052077
2019-12-08 04:00:00,1.8001371938504696
2019-12-08 04:30:00,1.79923375581015
2019-12-08 05:00:00,1.8532391518772815
2019-12-08 05:30:00,1.9842505477908656
2019-12-08 06:00:00,2.109108444064561
2019-12-08 06:30:00,2.3183825196981442
2019-12-08 07:00:00,2.5211935923805453
2019-12-08 07:30:00,2.896602634058229
2019-12-08 08:00:00,3.0703291742910004
2019-12-08 08:30:00,3.374206253579565
2019-12-08 09:00:00,3.5568813913284627
2019-12-08 09:30:00,3.657250021342112
2019-12-08 10:00:00,3.730094287204022
2019-12-08 10:30:00,3.7485136037209728
2019-12-08 11:00:00,3.705575217903619
2019-12-08 11:30:00,3.6966844438413826
2019-12-08 12:00:00,3.691940780890087
2019-12-08 12:30:00,3.6770271313254703
2019-12-08 13:00:00,3.6706106190945342
2019-12-08 13:30:00,3.6540605231763803
2019-12-08 14:00:00,3.630655919024322
2019-12-08 14:30:00,3.6106950678942225
2019-12-08 15:00:00,3.6117460809448745
2019-12-08 15:30:00,3.94748143818639
2019-12-08 16:00:00,4.311654743334746
2019-12-08 16:30:00,4.83901580951468
2019-12-08 17:00:00,5.056001310872143
2019-12-08 17:30:00,5.091479484308312
2019-12-08 18:00:00,4.875904497813402
2019-12-08 18:30:00,4.672010831523082
2019-12-08 19:00:00,4.433452960394219
2019-12-08 19:30:00,4.1999376922929965
2019-12-08 20:00:00,3.960836936643876
2019-12-08 20:30:00,3.742214028015472
2019-12-08 21:00:00,3.4954028011180984
2019-12-08 21:30:00,3.2012975191814004
2019-12-08 22:00:00,2.9315653662154153
2019-12-08 22:30:00,2.59208137569204
2019-12-08 23:00:00,2.3365723412925217
2019-12-08 23:30:00,2.152241114881178
2019-12-09 00:00:00,2.422036911487763
2019-12-09 00:30:00,2.360501190590194
2019-12-09 01:00:00,2.244044525270629
2019-12-09 01:30:00,2.1626697620454522
2019-12-09 02:00:00,2.1103285715716495
2019-12-09 02:30:00,2.035827925892077
2019-12-09 03:00:00,1.9518412052386467
2019-12-09 03:30:00,1.8755066870600163
2019-12-09 04:00:00,1.8052250071732854
2019-12-09 04:30:00,1.7906244678546672
2019-12-09 05:00:00,1.8642511954484153
2019-12-09 05:30:00,2.1768852888851304
2019-12-09 06:00:00,2.568554793330038
2019-12-09 06:30:00,2.9820323164755007
2019-12-09 07:00:00,3.3431985202576193
2019-12-09 07:30:00,3.5844005895451536
2019-12-09 08:00:00,3.630416756201528
2019-12-09 08:30:00,3.7123041106471546
2019-12-09 09:00:00,3.704459718786483
2019-12-09 09:30:00,3.6748087438661377
2019-12-09 10:00:00,3.620962477011598
2019-12-09 10:30:00,3.585135635067202
2019-12-09 11:00:00,3.5663143229137715
2019-12-09 11:30:00,3.5362889534256254
2019-12-09 12:00:00,3.476326122815042
2019-12-09 12:30:00,3.4333737579877384
2019-12-09 13:00:00,3.410442038430144
2019-12-09 13:30:00,3.4030417490915004
2019-12-09 14:00:00,3.3942581532290617
2019-12-09 14:30:00,3.413595979166926
2019-12-09 15:00:00,3.499319662282829
2019-12-09 15:30:00,3.7356788417215006
2019-12-09 16:00:00,4.30216478497877
2019-12-09 16:30:00,4.867326669421618
2019-12-09 17:00:00,5.033796327290532
2019-12-09 17:30:00,5.054404452543427
2019-12-09 18:00:00,4.975478659793397
2019-12-09 18:30:00,4.794665141771398
2019-12-09 19:00:00,4.648422485270101
2019-12-09 19:30:00,4.450302898506234
2019-12-09 20:00:00,4.190096459895198
2019-12-09 20:30:00,3.957758331454032
2019-12-09 21:00:00,3.673677633261976
2019-12-09 21:30:00,3.3253256924302503
2019-12-09 22:00:00,3.0837211873372716
2019-12-09 22:30:00,2.8407098038168175
2019-12-09 23:00:00,2.4656683379343756
2019-12-09 23:30:00,2.264136049554693
2019-12-10 00:00:00,2.576651464260705
2019-12-10 00:30:00,2.423941413980041
2019-12-10 01:00:00,2.32354182099668
2019-12-10 01:30:00,2.2183766151117275
2019-12-10 02:00:00,2.18818935906441
2019-12-10 02:30:00,2.095811311174244
2019-12-10 03:00:00,2.002348362356805
2019-12-10 03:30:00,1.935260358199421
2019-12-10 04:00:00,1.8769986370808314
2019-12-10 04:30:00,1.8562559193531014
2019-12-10 05:00:00,1.9614342682686954
2019-12-10 05:30:00,2.2865557443853515
2019-12-10 06:00:00,2.555374915571813
2019-12-10 06:30:00,2.9894293475394544
2019-12-10 07:00:00,3.389014172472325
2019-12-10 07:30:00,3.7390307256534236
2019-12-10 08:00:00,3.860347662036973
2019-12-10 08:30:00,3.9077660871479813
2019-12-10 09:00:00,3.8844368113875767
2019-12-10 09:30:00,3.827936699355633
2019-12-10 10:00:00,3.775966680315856
2019-12-10 10:30:00,3.6931879988704086
2019-12-10 11:00:00,3.663675575970156
2019-12-10 11:30:00,3.626340062113463
2019-12-10 12:00:00,3.547237531348998
2019-12-10 12:30:00,3.513256109249247
2019-12-10 13:00:00,3.477482355959127
2019-12-10 13:30:00,3.4758936651387127
2019-12-10 14:00:00,3.478680495769946
2019-12-10 14:30:00,3.5156344092506937
2019-12-10 15:00:00,3.5572083477054037
2019-12-10 15:30:00,3.7842905529854187
2019-12-10 16:00:00,4.19999981634948
2019-12-10 16:30:00,4.749622180266918
2019-12-10 17:00:00,4.877219223064958
2019-12-10 17:30:00,4.889584564610483
2019-12-10 18:00:00,4.941241299776148
2019-12-10 18:30:00,4.855736456581166
2019-12-10 19:00:00,4.729046380163356
2019-12-10 19:30:00,4.529034165215219
2019-12-10 20:00:00,4.306536471457863
2019-12-10 20:30:00,4.054421131513739
2019-12-10 21:00:00,3.76608143535392
2019-12-10 21:30:00,3.4523848258270773
2019-12-10 22:00:00,3.129254707140585
2019-12-10 22:30:00,2.7518368064139387
2019-12-10 23:00:00,2.4667341757188397
2019-12-10 23:30:00,2.2518706412328378
