datetime,charge_MW
2018-10-16 00:00:00,0.0
2018-10-16 00:30:00,0.0
2018-10-16 01:00:00,0.0
2018-10-16 01:30:00,0.0
2018-10-16 02:00:00,0.0
2018-10-16 02:30:00,0.0
2018-10-16 03:00:00,0.0
2018-10-16 03:30:00,0.0
2018-10-16 04:00:00,0.0
2018-10-16 04:30:00,0.0
2018-10-16 05:00:00,0.0
2018-10-16 05:30:00,0.0
2018-10-16 06:00:00,0.0
2018-10-16 06:30:00,0.013325874125874243
2018-10-16 07:00:00,0.07329230769230834
2018-10-16 07:30:00,0.21987692307692502
2018-10-16 08:00:00,0.4064391608391644
2018-10-16 08:30:00,0.599664335664341
2018-10-16 09:00:00,0.7529118881118947
2018-10-16 09:30:00,0.8328671328671402
2018-10-16 10:00:00,0.8328671328671402
2018-10-16 10:30:00,0.8328671328671402
2018-10-16 11:00:00,0.8328671328671402
2018-10-16 11:30:00,0.8328671328671402
2018-10-16 12:00:00,0.8328671328671402
2018-10-16 12:30:00,0.8328671328671402
2018-10-16 13:00:00,0.8328671328671402
2018-10-16 13:30:00,0.8328671328671402
2018-10-16 14:00:00,0.8328671328671402
2018-10-16 14:30:00,0.826204195804203
2018-10-16 15:00:00,0.689613986013992
2018-10-16 15:30:00,-0.5900000000000092
2018-10-16 16:00:00,-0.8800000000000092
2018-10-16 16:30:00,-1.0500000000000091
2018-10-16 17:00:00,-1.1800000000000095
2018-10-16 17:30:00,-1.4200000000000093
2018-10-16 18:00:00,-1.6200000000000094
2018-10-16 18:30:00,-1.4600000000000093
2018-10-16 19:00:00,-1.2800000000000096
2018-10-16 19:30:00,-1.0500000000000091
2018-10-16 20:00:00,-0.8500000000000094
2018-10-16 20:30:00,-0.5300000000000096
2018-10-16 21:00:00,0.0
2018-10-16 21:30:00,0.0
2018-10-16 22:00:00,0.0
2018-10-16 22:30:00,0.0
2018-10-16 23:00:00,0.0
2018-10-16 23:30:00,0.0
2018-10-17 00:00:00,0.0
2018-10-17 00:30:00,0.0
2018-10-17 01:00:00,0.0
2018-10-17 01:30:00,0.0
2018-10-17 02:00:00,0.0
2018-10-17 02:30:00,0.0
2018-10-17 03:00:00,0.0
2018-10-17 03:30:00,0.0
2018-10-17 04:00:00,0.0
2018-10-17 04:30:00,0.0
2018-10-17 05:00:00,0.0
2018-10-17 05:30:00,0.0
2018-10-17 06:00:00,0.0
2018-10-17 06:30:00,0.013898305084745901
2018-10-17 07:00:00,0.06601694915254303
2018-10-17 07:30:00,0.19457627118644263
2018-10-17 08:00:00,0.3856779661016988
2018-10-17 08:30:00,0.5767796610169549
2018-10-17 09:00:00,0.7435593220339057
2018-10-17 09:30:00,0.8686440677966187
2018-10-17 10:00:00,0.8686440677966187
2018-10-17 10:30:00,0.8686440677966187
2018-10-17 11:00:00,0.8686440677966187
2018-10-17 11:30:00,0.8686440677966187
2018-10-17 12:00:00,0.8686440677966187
2018-10-17 12:30:00,0.8686440677966187
2018-10-17 13:00:00,0.8686440677966187
2018-10-17 13:30:00,0.8686440677966187
2018-10-17 14:00:00,0.8686440677966187
2018-10-17 14:30:00,0.8200000000000081
2018-10-17 15:00:00,0.4030508474576311
2018-10-17 15:30:00,-0.7800000000000105
2018-10-17 16:00:00,-1.0200000000000107
2018-10-17 16:30:00,-1.2700000000000107
2018-10-17 17:00:00,-1.3600000000000105
2018-10-17 17:30:00,-1.4600000000000106
2018-10-17 18:00:00,-1.4500000000000108
2018-10-17 18:30:00,-1.3900000000000108
2018-10-17 19:00:00,-1.1800000000000108
2018-10-17 19:30:00,-0.9100000000000108
2018-10-17 20:00:00,-0.6500000000000106
2018-10-17 20:30:00,-0.4200000000000106
2018-10-17 21:00:00,0.0
2018-10-17 21:30:00,0.0
2018-10-17 22:00:00,0.0
2018-10-17 22:30:00,0.0
2018-10-17 23:00:00,0.0
2018-10-17 23:30:00,0.0
2018-10-18 00:00:00,0.0
2018-10-18 00:30:00,0.0
2018-10-18 01:00:00,0.0
2018-10-18 01:30:00,0.0
2018-10-18 02:00:00,0.0
2018-10-18 02:30:00,0.0
2018-10-18 03:00:00,0.0
2018-10-18 03:30:00,0.0
2018-10-18 04:00:00,0.0
2018-10-18 04:30:00,0.0
2018-10-18 05:00:00,0.0
2018-10-18 05:30:00,0.0
2018-10-18 06:00:00,0.0
2018-10-18 06:30:00,0.0
2018-10-18 07:00:00,0.03
2018-10-18 07:30:00,0.09371676153453655
2018-10-18 08:00:00,0.12124363560362139
2018-10-18 08:30:00,0.13942166795519906
2018-10-18 09:00:00,0.1571850476339855
2018-10-18 09:30:00,0.1350197277589631
2018-10-18 10:00:00,0.19005616118748353
2018-10-18 10:30:00,0.14608575885258476
2018-10-18 11:00:00,0.38443081608288626
2018-10-18 11:30:00,0.35730854452092037
2018-10-18 12:00:00,1.2481046588107996
2018-10-18 12:30:00,2.1081010583115445
2018-10-18 13:00:00,1.8614640497005321
2018-10-18 13:30:00,2.4
2018-10-18 14:00:00,1.011969680373807
2018-10-18 14:30:00,0.5853479345845414
2018-10-18 15:00:00,0.9205444970887204
2018-10-18 15:30:00,-0.7700000000000111
2018-10-18 16:00:00,-1.0900000000000114
2018-10-18 16:30:00,-1.0600000000000112
2018-10-18 17:00:00,-1.2700000000000111
2018-10-18 17:30:00,-1.4500000000000113
2018-10-18 18:00:00,-1.5200000000000116
2018-10-18 18:30:00,-1.4400000000000115
2018-10-18 19:00:00,-1.1900000000000115
2018-10-18 19:30:00,-0.9500000000000113
2018-10-18 20:00:00,-0.7000000000000113
2018-10-18 20:30:00,-0.4500000000000113
2018-10-18 21:00:00,0.0
2018-10-18 21:30:00,0.0
2018-10-18 22:00:00,0.0
2018-10-18 22:30:00,0.0
2018-10-18 23:00:00,0.0
2018-10-18 23:30:00,0.0
2018-10-19 00:00:00,0.0
2018-10-19 00:30:00,0.0
2018-10-19 01:00:00,0.0
2018-10-19 01:30:00,0.0
2018-10-19 02:00:00,0.0
2018-10-19 02:30:00,0.0
2018-10-19 03:00:00,0.0
2018-10-19 03:30:00,0.0
2018-10-19 04:00:00,0.0
2018-10-19 04:30:00,0.0
2018-10-19 05:00:00,0.0
2018-10-19 05:30:00,0.0
2018-10-19 06:00:00,0.0
2018-10-19 06:30:00,0.0
2018-10-19 07:00:00,0.006448731738267791
2018-10-19 07:30:00,0.09442913470841342
2018-10-19 08:00:00,0.23859257102788467
2018-10-19 08:30:00,0.3784129077672474
2018-10-19 09:00:00,0.5435278224615545
2018-10-19 09:30:00,0.695281398786234
2018-10-19 10:00:00,0.8232855698011458
2018-10-19 10:30:00,0.943918689685203
2018-10-19 11:00:00,0.972443534600226
2018-10-19 11:30:00,1.0221862136970603
2018-10-19 12:00:00,1.08599508876424
2018-10-19 12:30:00,1.0999071926132253
2018-10-19 13:00:00,1.0259430130913425
2018-10-19 13:30:00,0.9858703627647591
2018-10-19 14:00:00,0.8344813712562613
2018-10-19 14:30:00,0.6755816070813881
2018-10-19 15:00:00,0.5436947901556946
2018-10-19 15:30:00,-1.0600000000000134
2018-10-19 16:00:00,-1.370000000000013
2018-10-19 16:30:00,-1.4600000000000128
2018-10-19 17:00:00,-1.5600000000000134
2018-10-19 17:30:00,-1.540000000000013
2018-10-19 18:00:00,-1.3100000000000134
2018-10-19 18:30:00,-1.2100000000000133
2018-10-19 19:00:00,-0.9500000000000131
2018-10-19 19:30:00,-0.7200000000000131
2018-10-19 20:00:00,-0.5100000000000131
2018-10-19 20:30:00,-0.2800000000000131
2018-10-19 21:00:00,0.0
2018-10-19 21:30:00,0.0
2018-10-19 22:00:00,0.0
2018-10-19 22:30:00,0.0
2018-10-19 23:00:00,0.0
2018-10-19 23:30:00,0.0
2018-10-20 00:00:00,0.0
2018-10-20 00:30:00,0.0
2018-10-20 01:00:00,0.0
2018-10-20 01:30:00,0.0
2018-10-20 02:00:00,0.0
2018-10-20 02:30:00,0.0
2018-10-20 03:00:00,0.0
2018-10-20 03:30:00,0.0
2018-10-20 04:00:00,0.0
2018-10-20 04:30:00,0.0
2018-10-20 05:00:00,0.0
2018-10-20 05:30:00,0.0
2018-10-20 06:00:00,0.0
2018-10-20 06:30:00,0.0
2018-10-20 07:00:00,0.02
2018-10-20 07:30:00,0.11309268317533328
2018-10-20 08:00:00,0.17439040640867648
2018-10-20 08:30:00,0.2817664788072974
2018-10-20 09:00:00,0.3530312063268423
2018-10-20 09:30:00,0.5508562199434528
