datetime,charge_MW
2018-10-16 00:00:00,0.0
2018-10-16 00:30:00,0.0
2018-10-16 01:00:00,0.0
2018-10-16 01:30:00,0.0
2018-10-16 02:00:00,0.0
2018-10-16 02:30:00,0.0
2018-10-16 03:00:00,0.0
2018-10-16 03:30:00,0.0
2018-10-16 04:00:00,0.0
2018-10-16 04:30:00,0.0
2018-10-16 05:00:00,0.0
2018-10-16 05:30:00,0.0
2018-10-16 06:00:00,0.0
2018-10-16 06:30:00,0.006899349513884001
2018-10-16 07:00:00,0.04097642862138905
2018-10-16 07:30:00,0.10765335385045814
2018-10-16 08:00:00,0.3474183395117855
2018-10-16 08:30:00,0.4880072742533399
2018-10-16 09:00:00,0.5331132405399737
2018-10-16 09:30:00,0.6307449115198989
2018-10-16 10:00:00,0.545451493320277
2018-10-16 10:30:00,0.6127831013499332
2018-10-16 11:00:00,1.0471399594320503
2018-10-16 11:30:00,1.1763474854864664
2018-10-16 12:00:00,1.259005385745261
2018-10-16 12:30:00,1.259005385745261
2018-10-16 13:00:00,1.0819724417710024
2018-10-16 13:30:00,0.9905015038119875
2018-10-16 14:00:00,0.7370217528152764
2018-10-16 14:30:00,0.6888606001259013
2018-10-16 15:00:00,0.4470979925858571
2018-10-16 15:30:00,-0.8345111111111021
2018-10-16 16:00:00,-0.9853333333333345
2018-10-16 16:30:00,-1.118288888888896
2018-10-16 17:00:00,-1.2403333333333237
2018-10-16 17:30:00,-1.336577777777781
2018-10-16 18:00:00,-1.3844888888888987
2018-10-16 18:30:00,-1.390000000000009
2018-10-16 19:00:00,-1.282822222222237
2018-10-16 19:30:00,-1.0584444444444396
2018-10-16 20:00:00,-0.7942000000000018
2018-10-16 20:30:00,-0.47402222222222745
2018-10-16 21:00:00,0.0
2018-10-16 21:30:00,0.0
2018-10-16 22:00:00,0.0
2018-10-16 22:30:00,0.0
2018-10-16 23:00:00,0.0
2018-10-16 23:30:00,0.0
2018-10-17 00:00:00,0.0
2018-10-17 00:30:00,0.0
2018-10-17 01:00:00,0.0
2018-10-17 01:30:00,0.0
2018-10-17 02:00:00,0.0
2018-10-17 02:30:00,0.0
2018-10-17 03:00:00,0.0
2018-10-17 03:30:00,0.0
2018-10-17 04:00:00,0.0
2018-10-17 04:30:00,0.0
2018-10-17 05:00:00,0.0
2018-10-17 05:30:00,0.0
2018-10-17 06:00:00,0.0
2018-10-17 06:30:00,0.0029422490898189527
2018-10-17 07:00:00,0.028112077438017965
2018-10-17 07:30:00,0.08834164704137075
2018-10-17 08:00:00,0.14362626019124622
2018-10-17 08:30:00,0.35944888460325997
2018-10-17 09:00:00,0.6659125608075118
2018-10-17 09:30:00,0.691576884801059
2018-10-17 10:00:00,0.8994628541052417
2018-10-17 10:30:00,0.8637108189466015
2018-10-17 11:00:00,1.2285744308664182
2018-10-17 11:30:00,1.1833775288816342
2018-10-17 12:00:00,1.4837341838658424
2018-10-17 12:30:00,1.2331237908036166
2018-10-17 13:00:00,0.990524227196024
2018-10-17 13:30:00,0.6630939356290293
2018-10-17 14:00:00,0.5188990054456333
2018-10-17 14:30:00,0.47298508477509676
2018-10-17 15:00:00,0.48255357551257555
2018-10-17 15:30:00,-0.7348888888888867
2018-10-17 16:00:00,-0.9901777777777805
2018-10-17 16:30:00,-1.1281555555555576
2018-10-17 17:00:00,-1.3182000000000018
2018-10-17 17:30:00,-1.408933333333342
2018-10-17 18:00:00,-1.4500000000000082
2018-10-17 18:30:00,-1.4301111111111062
2018-10-17 19:00:00,-1.2403777777777867
2018-10-17 19:30:00,-0.9556888888888921
2018-10-17 20:00:00,-0.8050888888889012
2018-10-17 20:30:00,-0.5076666666666716
2018-10-17 21:00:00,0.0
2018-10-17 21:30:00,0.0
2018-10-17 22:00:00,0.0
2018-10-17 22:30:00,0.0
2018-10-17 23:00:00,0.0
2018-10-17 23:30:00,0.0
2018-10-18 00:00:00,0.0
2018-10-18 00:30:00,0.0
2018-10-18 01:00:00,0.0
2018-10-18 01:30:00,0.0
2018-10-18 02:00:00,0.0
2018-10-18 02:30:00,0.0
2018-10-18 03:00:00,0.0
2018-10-18 03:30:00,0.0
2018-10-18 04:00:00,0.0
2018-10-18 04:30:00,0.0
2018-10-18 05:00:00,0.0
2018-10-18 05:30:00,0.0
2018-10-18 06:00:00,0.0
2018-10-18 06:30:00,0.007418306664214294
2018-10-18 07:00:00,0.02743547299368519
2018-10-18 07:30:00,0.11918337318374092
2018-10-18 08:00:00,0.40622892526515914
2018-10-18 08:30:00,0.5145913800502726
2018-10-18 09:00:00,0.6447489424314872
2018-10-18 09:30:00,0.7502452332781554
2018-10-18 10:00:00,0.8516032125559445
2018-10-18 10:30:00,1.062519158849856
2018-10-18 11:00:00,1.1495309913555267
2018-10-18 11:30:00,1.1495309913555267
2018-10-18 12:00:00,1.1495309913555267
2018-10-18 12:30:00,0.9001747287106856
2018-10-18 13:00:00,1.000628410275274
2018-10-18 13:30:00,0.6378057752437007
2018-10-18 14:00:00,0.6440285696769047
2018-10-18 14:30:00,0.546609649929496
2018-10-18 15:00:00,0.43818588682484233
2018-10-18 15:30:00,-0.6967333333333388
2018-10-18 16:00:00,-0.9054444444444538
2018-10-18 16:30:00,-1.1204666666666712
2018-10-18 17:00:00,-1.346533333333337
2018-10-18 17:30:00,-1.4605111111111242
2018-10-18 18:00:00,-1.5100000000000096
2018-10-18 18:30:00,-1.4674222222222393
2018-10-18 19:00:00,-1.2505111111111362
2018-10-18 19:30:00,-0.9784000000000157
2018-10-18 20:00:00,-0.748733333333345
2018-10-18 20:30:00,-0.4498888888889052
2018-10-18 21:00:00,0.0
2018-10-18 21:30:00,0.0
2018-10-18 22:00:00,0.0
2018-10-18 22:30:00,0.0
2018-10-18 23:00:00,0.0
2018-10-18 23:30:00,0.0
2018-10-19 00:00:00,0.0
2018-10-19 00:30:00,0.0
2018-10-19 01:00:00,0.0
2018-10-19 01:30:00,0.0
2018-10-19 02:00:00,0.0
2018-10-19 02:30:00,0.0
2018-10-19 03:00:00,0.0
2018-10-19 03:30:00,0.0
2018-10-19 04:00:00,0.0
2018-10-19 04:30:00,0.0
2018-10-19 05:00:00,0.0
2018-10-19 05:30:00,0.0
2018-10-19 06:00:00,0.0
2018-10-19 06:30:00,0.019466919796893033
2018-10-19 07:00:00,0.05746658831683461
2018-10-19 07:30:00,0.18535762178125317
2018-10-19 08:00:00,0.4251985113531919
2018-10-19 08:30:00,0.6081453690729107
2018-10-19 09:00:00,0.5553195015745296
2018-10-19 09:30:00,0.6157995449682828
2018-10-19 10:00:00,0.6472600159713116
2018-10-19 10:30:00,0.9352559176724073
2018-10-19 11:00:00,0.9958564992692376
2018-10-19 11:30:00,0.9606593439708301
2018-10-19 12:00:00,0.9148246922509002
2018-10-19 12:30:00,0.9123837936385961
2018-10-19 13:00:00,0.9879009778661719
2018-10-19 13:30:00,1.077641670056804
2018-10-19 14:00:00,0.8471424912233128
2018-10-19 14:30:00,0.694571260678931
2018-10-19 15:00:00,0.5597492805376
2018-10-19 15:30:00,-0.8370666666666589
2018-10-19 16:00:00,-1.0867333333333251
2018-10-19 16:30:00,-1.211599999999991
2018-10-19 17:00:00,-1.290511111111115
2018-10-19 17:30:00,-1.3053777777777897
2018-10-19 18:00:00,-1.350000000000005
2018-10-19 18:30:00,-1.338688888888893
2018-10-19 19:00:00,-1.196244444444444
2018-10-19 19:30:00,-0.9760444444444492
2018-10-19 20:00:00,-0.7728444444444342
2018-10-19 20:30:00,-0.5681777777777652
2018-10-19 21:00:00,0.0
2018-10-19 21:30:00,0.0
2018-10-19 22:00:00,0.0
2018-10-19 22:30:00,0.0
2018-10-19 23:00:00,0.0
2018-10-19 23:30:00,0.0
2018-10-20 00:00:00,0.0
2018-10-20 00:30:00,0.0
2018-10-20 01:00:00,0.0
2018-10-20 01:30:00,0.0
2018-10-20 02:00:00,0.0
2018-10-20 02:30:00,0.0
2018-10-20 03:00:00,0.0
2018-10-20 03:30:00,0.0
2018-10-20 04:00:00,0.0
2018-10-20 04:30:00,0.0
2018-10-20 05:00:00,0.0
2018-10-20 05:30:00,0.0
2018-10-20 06:00:00,0.0
2018-10-20 06:30:00,0.006272611362986143
2018-10-20 07:00:00,0.025825075611573715
2018-10-20 07:30:00,0.10245265226210756
2018-10-20 08:00:00,0.29505290161253683
2018-10-20 08:30:00,0.4969631754859569
2018-10-20 09:00:00,0.7055133758021784
